website_session_id,saw_homepage,saw_custom_lander,product_made_it,mrfuzzy_made_it,cart_made_it,shipping_made_it,billing_made_it,thankyou_made_it
12125,1,0,0,0,0,0,0,0
12126,1,0,1,1,0,0,0,0
12127,1,0,1,1,1,1,1,0
12129,1,0,0,0,0,0,0,0
12130,0,1,1,1,0,0,0,0
12131,0,1,0,0,0,0,0,0
12133,1,0,0,0,0,0,0,0
12134,0,1,0,0,0,0,0,0
12136,1,0,0,0,0,0,0,0
12137,0,1,0,0,0,0,0,0
12138,1,0,0,0,0,0,0,0
12139,1,0,0,0,0,0,0,0
12140,1,0,1,1,0,0,0,0
12141,0,1,1,1,1,1,1,1
12143,1,0,1,1,1,1,1,0
12144,0,1,0,0,0,0,0,0
12146,1,0,0,0,0,0,0,0
12147,0,1,1,1,1,1,1,0
12149,1,0,0,0,0,0,0,0
12150,1,0,1,1,1,1,1,0
12151,1,0,1,1,0,0,0,0
12152,1,0,0,0,0,0,0,0
12153,1,0,1,0,0,0,0,0
12154,0,1,0,0,0,0,0,0
12155,0,1,0,0,0,0,0,0
12156,1,0,1,1,0,0,0,0
12157,1,0,0,0,0,0,0,0
12158,1,0,1,1,1,1,1,0
12159,1,0,0,0,0,0,0,0
12160,0,1,1,1,1,0,0,0
12161,0,1,1,0,0,0,0,0
12162,0,1,0,0,0,0,0,0
12164,1,0,1,1,1,1,1,0
12165,1,0,0,0,0,0,0,0
12166,1,0,0,0,0,0,0,0
12167,1,0,0,0,0,0,0,0
12168,1,0,1,1,1,1,1,1
12169,0,1,0,0,0,0,0,0
12170,0,1,0,0,0,0,0,0
12171,1,0,0,0,0,0,0,0
12172,0,1,0,0,0,0,0,0
12173,0,1,0,0,0,0,0,0
12175,1,0,1,1,0,0,0,0
12176,1,0,0,0,0,0,0,0
12177,1,0,1,1,1,1,0,0
12178,1,0,0,0,0,0,0,0
12180,0,1,1,0,0,0,0,0
12181,1,0,0,0,0,0,0,0
12182,1,0,1,0,0,0,0,0
12183,0,1,0,0,0,0,0,0
12184,0,1,0,0,0,0,0,0
12185,1,0,0,0,0,0,0,0
12186,1,0,0,0,0,0,0,0
12187,1,0,0,0,0,0,0,0
12189,0,1,0,0,0,0,0,0
12190,0,1,1,1,1,0,0,0
12191,1,0,1,1,0,0,0,0
12192,1,0,1,0,0,0,0,0
12193,1,0,1,0,0,0,0,0
12194,0,1,0,0,0,0,0,0
12195,1,0,0,0,0,0,0,0
12196,0,1,1,0,0,0,0,0
12197,0,1,0,0,0,0,0,0
12198,0,1,1,1,0,0,0,0
12200,1,0,0,0,0,0,0,0
12201,0,1,0,0,0,0,0,0
12202,0,1,0,0,0,0,0,0
12204,0,1,1,1,1,1,0,0
12205,1,0,0,0,0,0,0,0
12206,0,1,0,0,0,0,0,0
12207,1,0,1,0,0,0,0,0
12208,1,0,0,0,0,0,0,0
12209,0,1,0,0,0,0,0,0
12210,1,0,1,0,0,0,0,0
12211,0,1,0,0,0,0,0,0
12212,1,0,1,1,0,0,0,0
12213,0,1,1,0,0,0,0,0
12214,1,0,1,0,0,0,0,0
12215,0,1,0,0,0,0,0,0
12217,0,1,0,0,0,0,0,0
12218,1,0,0,0,0,0,0,0
12219,0,1,0,0,0,0,0,0
12220,0,1,0,0,0,0,0,0
12221,1,0,0,0,0,0,0,0
12222,1,0,0,0,0,0,0,0
12223,1,0,0,0,0,0,0,0
12224,1,0,0,0,0,0,0,0
12225,0,1,0,0,0,0,0,0
12226,0,1,1,0,0,0,0,0
12227,1,0,0,0,0,0,0,0
12228,0,1,0,0,0,0,0,0
12229,0,1,0,0,0,0,0,0
12230,0,1,1,1,1,1,1,0
12231,0,1,1,1,0,0,0,0
12232,1,0,0,0,0,0,0,0
12233,0,1,1,0,0,0,0,0
12234,0,1,0,0,0,0,0,0
12235,1,0,1,1,0,0,0,0
12236,1,0,0,0,0,0,0,0
12237,1,0,0,0,0,0,0,0
12238,0,1,1,1,1,1,1,0
12240,1,0,1,0,0,0,0,0
12242,0,1,1,0,0,0,0,0
12243,1,0,1,1,1,1,1,1
12244,0,1,0,0,0,0,0,0
12245,1,0,0,0,0,0,0,0
12246,0,1,1,1,0,0,0,0
12247,1,0,0,0,0,0,0,0
12248,1,0,1,1,0,0,0,0
12249,1,0,1,1,1,1,1,0
12250,1,0,0,0,0,0,0,0
12251,1,0,0,0,0,0,0,0
12252,1,0,0,0,0,0,0,0
12253,0,1,0,0,0,0,0,0
12254,1,0,1,1,1,1,1,0
12255,0,1,0,0,0,0,0,0
12256,1,0,1,0,0,0,0,0
12257,1,0,1,1,0,0,0,0
12258,0,1,1,1,0,0,0,0
12259,1,0,0,0,0,0,0,0
12260,1,0,0,0,0,0,0,0
12261,1,0,0,0,0,0,0,0
12262,0,1,1,1,0,0,0,0
12263,1,0,1,1,0,0,0,0
12264,1,0,1,1,1,1,1,0
12265,1,0,0,0,0,0,0,0
12266,0,1,0,0,0,0,0,0
12268,0,1,1,1,0,0,0,0
12269,0,1,0,0,0,0,0,0
12270,0,1,1,1,0,0,0,0
12271,0,1,0,0,0,0,0,0
12272,0,1,0,0,0,0,0,0
12274,1,0,0,0,0,0,0,0
12275,0,1,0,0,0,0,0,0
12276,0,1,0,0,0,0,0,0
12277,1,0,0,0,0,0,0,0
12278,1,0,0,0,0,0,0,0
12279,0,1,1,1,1,1,1,0
12280,1,0,0,0,0,0,0,0
12282,1,0,0,0,0,0,0,0
12283,1,0,1,0,0,0,0,0
12284,0,1,1,1,1,1,1,1
12285,0,1,1,0,0,0,0,0
12286,1,0,1,1,0,0,0,0
12287,0,1,1,1,0,0,0,0
12288,0,1,0,0,0,0,0,0
12289,1,0,1,1,0,0,0,0
12290,0,1,1,1,0,0,0,0
12292,1,0,0,0,0,0,0,0
12293,0,1,0,0,0,0,0,0
12294,0,1,1,1,1,0,0,0
12296,1,0,0,0,0,0,0,0
12297,0,1,0,0,0,0,0,0
12298,0,1,0,0,0,0,0,0
12299,0,1,0,0,0,0,0,0
12300,1,0,0,0,0,0,0,0
12301,1,0,0,0,0,0,0,0
12302,1,0,0,0,0,0,0,0
12303,1,0,0,0,0,0,0,0
12304,0,1,0,0,0,0,0,0
12305,0,1,0,0,0,0,0,0
12306,0,1,0,0,0,0,0,0
12307,0,1,1,1,1,1,0,0
12308,0,1,0,0,0,0,0,0
12310,1,0,1,1,0,0,0,0
12311,0,1,0,0,0,0,0,0
12312,1,0,0,0,0,0,0,0
12313,1,0,0,0,0,0,0,0
12314,0,1,1,1,0,0,0,0
12315,1,0,0,0,0,0,0,0
12316,0,1,1,1,1,1,1,0
12317,0,1,1,1,1,1,1,0
12318,0,1,1,0,0,0,0,0
12319,1,0,0,0,0,0,0,0
12322,0,1,0,0,0,0,0,0
12323,0,1,0,0,0,0,0,0
12324,0,1,0,0,0,0,0,0
12326,1,0,1,0,0,0,0,0
12327,1,0,1,1,0,0,0,0
12328,0,1,0,0,0,0,0,0
12329,1,0,1,1,1,1,1,1
12330,0,1,1,1,0,0,0,0
12331,1,0,1,0,0,0,0,0
12332,1,0,0,0,0,0,0,0
12333,1,0,0,0,0,0,0,0
12334,0,1,1,1,0,0,0,0
12335,0,1,0,0,0,0,0,0
12337,1,0,0,0,0,0,0,0
12338,1,0,0,0,0,0,0,0
12339,1,0,1,1,1,1,0,0
12340,1,0,0,0,0,0,0,0
12341,0,1,1,1,0,0,0,0
12342,1,0,0,0,0,0,0,0
12343,0,1,0,0,0,0,0,0
12344,1,0,1,1,1,1,0,0
12345,1,0,0,0,0,0,0,0
12346,0,1,1,1,0,0,0,0
12347,0,1,0,0,0,0,0,0
12348,1,0,0,0,0,0,0,0
12350,0,1,1,1,0,0,0,0
12351,1,0,0,0,0,0,0,0
12352,1,0,1,1,1,1,1,0
12353,1,0,0,0,0,0,0,0
12354,0,1,0,0,0,0,0,0
12355,0,1,0,0,0,0,0,0
12356,0,1,0,0,0,0,0,0
12357,1,0,1,1,0,0,0,0
12359,0,1,1,1,1,0,0,0
12360,1,0,1,1,1,1,1,0
12361,0,1,0,0,0,0,0,0
12362,0,1,1,1,1,1,1,0
12363,0,1,0,0,0,0,0,0
12364,1,0,0,0,0,0,0,0
12365,0,1,0,0,0,0,0,0
12366,0,1,0,0,0,0,0,0
12367,0,1,0,0,0,0,0,0
12368,1,0,1,1,0,0,0,0
12369,0,1,0,0,0,0,0,0
12370,0,1,1,1,1,0,0,0
12371,0,1,0,0,0,0,0,0
12372,1,0,0,0,0,0,0,0
12373,1,0,1,1,0,0,0,0
12374,0,1,0,0,0,0,0,0
12375,1,0,0,0,0,0,0,0
12376,1,0,1,1,1,0,0,0
12377,0,1,0,0,0,0,0,0
12378,1,0,1,1,1,0,0,0
12379,1,0,0,0,0,0,0,0
12380,1,0,1,0,0,0,0,0
12381,1,0,1,1,0,0,0,0
12382,1,0,1,1,0,0,0,0
12383,1,0,0,0,0,0,0,0
12384,1,0,0,0,0,0,0,0
12385,1,0,1,1,1,0,0,0
12386,0,1,0,0,0,0,0,0
12391,1,0,0,0,0,0,0,0
12392,1,0,0,0,0,0,0,0
12393,1,0,0,0,0,0,0,0
12394,0,1,1,1,1,1,1,1
12395,0,1,1,1,0,0,0,0
12396,1,0,0,0,0,0,0,0
12397,0,1,1,0,0,0,0,0
12398,0,1,1,1,1,1,1,0
12399,1,0,0,0,0,0,0,0
12400,0,1,0,0,0,0,0,0
12401,1,0,0,0,0,0,0,0
12402,1,0,0,0,0,0,0,0
12403,0,1,0,0,0,0,0,0
12404,1,0,1,1,0,0,0,0
12405,1,0,1,1,1,0,0,0
12406,1,0,1,0,0,0,0,0
12407,0,1,0,0,0,0,0,0
12408,0,1,1,1,1,1,1,1
12409,1,0,1,1,1,0,0,0
12410,0,1,1,1,0,0,0,0
12412,0,1,0,0,0,0,0,0
12413,0,1,0,0,0,0,0,0
12414,1,0,1,0,0,0,0,0
12415,0,1,1,1,0,0,0,0
12416,1,0,0,0,0,0,0,0
12417,0,1,1,0,0,0,0,0
12418,0,1,0,0,0,0,0,0
12419,0,1,0,0,0,0,0,0
12422,0,1,0,0,0,0,0,0
12423,1,0,0,0,0,0,0,0
12424,0,1,1,1,1,1,1,1
12425,0,1,1,1,0,0,0,0
12426,1,0,1,0,0,0,0,0
12428,0,1,0,0,0,0,0,0
12429,1,0,1,1,1,0,0,0
12430,0,1,0,0,0,0,0,0
12431,1,0,1,1,1,1,0,0
12432,0,1,0,0,0,0,0,0
12433,0,1,1,1,0,0,0,0
12434,1,0,0,0,0,0,0,0
12435,1,0,0,0,0,0,0,0
12436,1,0,0,0,0,0,0,0
12437,1,0,1,1,1,0,0,0
12438,1,0,0,0,0,0,0,0
12441,0,1,1,0,0,0,0,0
12442,0,1,1,0,0,0,0,0
12443,1,0,0,0,0,0,0,0
